text,keyword
"라카이드 헬로판가의 장남 쇼안 헬로판은 문을 살짝 열고 들어오는 소
리를 듣고 고개를 돌렸다. 그는 이나바뉴 중앙 기사단 소속 기사로, 이번 
전투에 중군에 소속되어 참여하기로 했다. 지금  그는 오후에 있는 기사
단 소집에 나가기 위해 갑옷을 손보고  있는 중이었다. 중앙기사단의 갑
옷은 녹색과 황색이 어우러진 색이었고, 전투복도 마찬가지였다. ",잔잔
" 이에 진창성 공격이 시작되었다. 공명은 군중에 백 대의 구름사다리를 
세우게 하고, 그 한 대에 여남은 명의 군사를 태운 다음 나무 널빤으로 
몸을 가리게 했다. 그 군사들은 또 각기 짧은 사다리와 고리 달린 줄을 
지니고 있었다. 구름사다리를 성벽에 붙임은 안으로 뛰어들 때 쓰기 
위함이었다. 북소리에 맞춰 그 같은 촉군의 구름사다리가 일제히 
진창성으로 몰려갔다. 학소는 성벽위에서 촉병들이 구름사다리를 밀며 
사방으로 에워싸고 밀려드는 걸 보자 소리쳤다. ""저 구름사다리가 
다가오거든 불 붙은 화살을 일제히 쏘아 붙여라!"" 그 말에 성안의 3천 
군사는 모두 불화살을 갖추고 사방으로 나뉘어 촉군의 구름사다리가 
다가오기를 기다렸다. 공명은 성안에 아무런 준비가 없을 줄 알고 크게 
만든 구름사다리를 앞세운 뒤 3군을 몰아 성으로 다가갔다. 북소리와 
함성만으로 그 성을 삼켜 버릴 듯한 기세였다. 그런데 이게 어찌된 
일인가. 구름사다리가 성벽에 가까웠다 싶었을 때 갑자기 성벽위에서 
불화살이 쏟아졌다. 나무로 만든 데다 널빤지까지 댄 구름사다리는 금세 
불길에 휩싸였다. 그 안에 타고 있던 군사들이 돌이나 쇠로된 사람이 
아닌 바에야 어찌 타 죽지 않고 배기겠느가. 거기다가 성벽 위에서 다시 
돌과 통나무가 비오듯 쏟아지니 뒤따르던 촉군도 혼이 빠져 쫓겨났다.",긴박
"이제 다행히 촉병이 서쪽으로 나오고, 제갈량은 나를 의심하지 않기에 
특히 글을 올려 말씀드립니다. 도독께서 몸소 대병을 몰아오시되 적병을 
만나거든 거짓으로 패한 체 물러나십시오. 그때 저는 적군의 뒤에 
있다가 불을 지르는 걸 신호로 먼저 촉군의 군량과 마초를 태워 
버리겠습니다. 도독께서 그걸 보고 대병을 되돌려 촉군을 치시면 
제갈량을 사로잡기도 어렵지 않을 것입니다. 제가 이렇게 하는 것을 
감히 공을 세워 나라의 은혜에 보답하려는 뜻이 아니라 오직 지난 죄를 
씻고자 함에 지나지 않습니다. 밝히 살피시고 되도록 빨리 명을 내려 
주십시오.>",당당
"조진은 곧 손례에게 군사를 떼어 주며 그가 말한 계책을 써보게 했다. 
그리고 한편으로는 곽회의 말도 들어, 왕쌍에게도 몰래 진창의  모든 
샛길을 살피란 영을 내렸다. 곽회는 곽회대로 군사를 이끌고 기곡과 
가정의 여러 길목을 돌며 그곳을 지키는 군사들을 다잡았다. 그 밖에 
조진은 또 장료의 아들 장호를 선봉으로 삼고, 악진의 아들 악침을 
부선봉으로 삼아, 으뜸되는 영채를 지키게 하고 나가 싸우는 걸 
금하였다.",비장
"장비가 벼락 같은  고함을 내지르며 창을 끼고 박차 똑바로  장합을 덮쳤다. 훤
한 불빛 아래 장합은  장비를 맞아 서른 합이 넘게 버티었다.  속으로 믿는 바는 
나머지 두 진채에서 구원병이 오리라는  것이었다. 헉된 기다림이었다. 몽두,탕석 
두 진채에서 오던 구원병은 이미 위연과 뇌동 두 장수에 의해 깨강정이 되어 흩
어지고, 오히려 그 진채마저  차례로 위연과 뇌동의 손에 들어가 버린 것이었다. 
뿐만 아니었다. 오게  되어 있는 구원병이 오지 않아 불안해지기  시작한 장합의 
눈에 다시 산 위에서 이는 불길이 들어왔다. 함성 소리로 미루어 자신의 
진채마저 장비의  군사들에게 빼앗긴 것임에  분명했다. 그렇게 되자  장합도 더 
버티려야 버틸 수가 없었다.  죽기로 길을 뚫어 와구관을 바라고 달아났다.",장엄
"은근히 자기가 갔으며 하고 바라던  조운은 공명을 보고 조용히 말했다. ""지금 
장합이 스스로 앞장서 가맹관으로  덤벼들고 있으니 군사께서는 결코 아이들 장
난으로 보아 넘겨서는 아니 되십니다. 만약 가맹관을  잃게 되면 익주 전체가 위
태롭게 되고 맙니다.  그런데도 군사께서는 어찌하여 두 늙은 장수만  보내 그같
이 큰 적에 맞서게 하셨습니까?"" ""그대는 두 사람이 늙었다고  하지만 내가 헤아
리기로 한중 땅은 반드시 그들 두 노장에 의해 우리 손에 들어오게 될 것이오""",진지
"유비도 곁에서 공명을 거들며  말했다. ""하후연이 비록 적의 우두머리였다고는 
하나 한낱 용맹만 믿는 무리에 지나지 않았소.  어찌 장합에게나 미치겠소? 만약 
장합을 목베 올  수 있다면 하후연을 이겨 목벤  것보다 열 배는 나을 것이오?"" 
그러자 황충이 또  분이 나서 소리쳤다. ""저를 보내 주시면  반드시 장합의 목을 
베어 오겠습니다"" 공명은 황충이 그렇게 나오자 못 이긴 체 조건을 달아  허락했
다. ""그렇다면 조자룡과 함께 가시오. 모든 일을 그와 의논해서  해나가도록 하시
오""",심각
"조용한 방안에 긁어 내는 소름끼치는 소리만 가득했다. 장막 안팎에서 보고 있던 
사람들은 모두 낯빛이 핼쑥해져 두 손으로 눈을 가렸다. 그런데 실로 놀라운 
것은 살이 갈리고 뼈가 긁히는 당사자인 관공이었다. 관공은 한 팔은 화타에게 
맡겨 둔채 술을 마시고 고기를 씹으며 바둑을 두는데 조금도 아픔을 느끼는 것 
같지 않았다.",비장
"봄이 되자 다시 바람이 나 일을 저지르고 집을 나갔던 억만이도 며느리가 무슨 수를 썼는
지 사흘 만에 끌려들어왔다. 그리고 이제는 사람이 변한 것처럼 끽소리 않고 아버지를 따라
다니며 농사일을 돕고 있었다. 거기다가 더욱 흐뭇한 일은 며느리의 배가 어느새 동네가 다 
알아볼 만큼 불러가는 일이었다. 이번에는 전과 달리 기다려온 손자를 안겨줄 듯 했다. 영희
도 그런 시어머니의 심사를 잘 알고 있어 얼핏 듣기에는 가시 돋친 말이라도 별로 신경쓰지 
않고 신문 기사에만 매달렸다. 사실 그 보도 내용은 영희로서는 일찍부터 누구보다 잘 알고 
있는 광주대단지의 실정이었다. 영희가 그간 사모은 스무 장이 넘는 딱지(토지분양권)는 바
로 그런 천막촌 생활을 견디지 못하고 서울로 되돌아산 철거민들이 헐값에 내던지고 간 것
이었다. 하지만 기사를 다 읽고 난 뒤에도 영희는 처음에  느꼈던 까닭 모를 불길함을 지우
지 못했다. 그전에도 광주대단지 철거 이주민의 열악한 생활 환경은 더러 보도된 적이 있었
다. 그러나 그것은 턱없이 부족한 공동 우물이나 공동 변소의 개수나 따지는 추상적인 보도
였음에 비해 이번의 것은 그로 인해 발생한 참상의 구체적인 고발이었다.",초조
"아직 그렇게 말로 조직할 능력을 없었지만  영희의 감각에 걸려온 불길함의 내용은  아마 
그랬을 것이다. 사실은 그런 참혹한 정착 환경 때문에 영희가 손댄 딱지장사도 양상이 많이 
달라지고 있었다. 작년에만 해도 먼저 냄새를 맡은 사람들은  중심으로 거의 음성적으로 거
래되던 딱지들이 그해 봄 들어서는 대량으로, 그리고 공공연히 이루어졌다. 이제는 전문 '꾼'
이 아니라 일반 투자자와 실수요자까지 몰려들어  천막 복덕방 골목의 길이만도 거의  배가 
되게 늘어났을 정도였다. 영희의 땅장사에 사부격이 된 정사장은 말했다.",좌절
"영희는 먼저 늘 거래하던 부동산 사무실에 들렀다. 점심  시간인데도 사무실 안에는 후끈
한 열기가 넘치고 있었다. 한쪽 구석에는 복덕방에 붙어사는 젊은 건달 둘이 자장면을 먹고 
있는데, 고객용 소파에서는 그 봄부터 상무 직함을 쓰는  김아무개하는 젊은이가 역시 그곳 
바람잡이인 중년의 도음을 받아가며 어떤 아주머니를 상대로 계약을 하고 있었다.",일상
"인철도 무심코 광석과 함께 주위를 돌아보았다. 옛날 강북에서 철거민들을 이주시키기 위
해 열 평 남짓씩 쪼개준 집터 위에 다닥다닥 붙여 지은 블록집 사이로 난 고갯길에는  한여
름 뙤약볕만 내리꽂힐 뿐 특별히 수상한 사람이 뒤따르고 있는 것 같지는 않았다. 그런데도 
광석은 연신 뒤를 돌아보며 뻔한 길을 돌고 있는 눈치였다.  인철은 그런 광석의 태도가 왠
지 못마땅했다. 미행을 경계하는 게 마치 무슨 대단한 직업 혁명가라도 된 것 같았다.  그게 
과장이라면 그 과장이 우스꽝스럽고, 정말로  그래야 한다면 그건 또 그것대로  걱정이었다. 
대학에 들어온 첫해 한 학기를 인철은 노광석과 붙어 살다시피 했다. 동급생들은 거기에 한
형을 보태 '막걸리 삼총사'라고 부르고 자기들은 주가삼현이라 자칭했지만 감정적으로 더 가
까운 것은 동갑내기인 그들 둘이었다. 아무래도 한형과는 세 살의 아니 차이가 주는 거리감
이 있었다. 그런데 경찰서에 끌려갔다가 돌아온 뒤로 광석은 사람이 달라진 듯 변했다. 주가
삼현의 술자리에 어울리는 횟수가 줄고, 어울려도 이전의 그가 아니었다. 세상 모든 것에 회
의적이던 태도는 철저한 부정으로 바뀌었고, 때로는 앞 뒤 없은 공격성까지 드러냈다.  특히 
화제가 정치나 사회적인 것이 되면 그 공격성은 듣고 있기가 으스스할 정도로 극단적이 되
었다. 대신 인철이 모르는 또 다른 세계돠의 거래를 시작해 날이 갈수록 인철에게서 멀어져
갔다. 그러다가 인철이 실존 쳘학을 통한 자아 찾기에  나서면서 노골적인 빈정거림을 서슴
지 않았다.",우울
"옥경이 울면서 경위를 설명했다. 그 말을  듣자 인철도 더는 참을 수 없었다.  귀싸대기를 
한 대 올려붙이고 발길질은 했다. 2학년이면서도 녀석의 덩치는 인철만 했다. 그런데도 어찌 
된 셈인지 그 녀석은 가만히 맞고만 있었다. 거기다다 더욱 이상한 것은 그 다음이었다.  홧
김에 주먹질을 하고 오기는 했지만 언제 그의 고아원 형제들이 몰려들지 몰라 인철은 그 날 
오후 내내 불안했다. 그런데 그날 수업이 끝나고 집으로 돌아갈 때까지 누구도 인철을 찾아
오는 사람이 없었다. 뿐만이 아니었다. 나중 인철 남매가 그 고아원으로 갔을 때 그들  주위
를 돌며 가장 은근하게 대해준 것을 녀석이었다. 세 학년이나 차이가 나지만 나이는 인철보
다 한 살밖에 적지 않았는데도 깍듯이 형이라고 부르며 흔히 있을 수 있는 조무래기들의 텃
세를 막아주었고, 옥경에게는 보이지 않는 보호막 역할까지 하는 눈치였다.",애잔
"영희는 자신도 모르게 분양증들이 든 핸드백은 겨드랑이로 깊이 껴안으며 중얼거렸다. 그
래도 미련이 남아 끝까지 버텨보려고 남겨둔 나머지 여남은 장의 분양증들까지 처분할 결심
을 굳힌 것은 그때였다. 하지만 복덕방에서의 딱지 경기는 아직도 그대로였다. 영희가  두장 
석장씩 나눠 내놓자 복덕방들은 대개 받아주었다. 어쩌면 영희가  내놓은 값이 워낙 시세보
다 싸기 때문이었는지도 모를 일이었다. 복덩방 네 곳을 돌아  딱지 열장을 다 처분하고 나
니 어느덧 해가 뉘엿해지고 있었다.  잇달이 붙어 있는 곳들이라 몇  집 건너뛰어도 복덕방 
상이의 이동 거리는 얼마 되지 않았지만 원래 말이 성한 사람들을 상대로 하는 거래라 그런
지 한군데에 한 시간 가까이 먹힌 셈이었다. 그들이 말이  많아진 데는 그들을 통해 그곳의 
실태를 가늠해보려는 영희의 충동질도 원인이 있었다.",진지
"그제서야 인철은 으스스한 기분으로 보낸 갈릴리에서의 첫 겨울을  떠올렸다. 그 때 말입
니다. 세상은 내게 칼날의 숲처럼 느껴졌습니다. 조심해 지나치려 해도 어딘가 베어  상처입
고 마는. 고아원 밖을 나서면 멸시나 동정의 눈길에 영혼이 베었고, 안에서는 비뚤어진 형들
이나 총무 선생님의 원인 모를 미음과 폭력이 내 몸을 통해 또  영혼을 베었습니다. 그 방- 
그 추위 속에 숨어 있는 게 가장 적게 상처입는 길이었는지도 모르지요. 책은 한 핑계구요...
  ""나는 처음 자폐를 의심했다. 이 가엾은 영혼을 깜깜한  자신의 감옥에 갇히게 해서는 안 
된다.- 문득 그런 기분이 들어 그 다음부터는 너를 유심히 보게 되었지.""",우울
"거실에서는 후라이보이의 다급한 코맹맹이 소리에 이어 가족들의 왁자한 웃음소리가 들려
왔다. 억만이와 시어머니, 시누이에다 이웃에서  텔레비젼을 보러 온 아줌마가 어울려  내는 
소리였다. 웃음 소리는 들리지 않았지만 시아버지도 그들 속에 끼어 있는 성싶었다.
  ""역시 잘했어...""
  영희는 방바닥을 닦다 말고 속으로 그렇게 중얼거렸다. 거실이란  것도 실은 옛날의 중간 
마루였다. 대여섯 평 되는 마룻바닥에 비닐 장판을 깔아 밑에서 올라오는 찬바람을 막고, 다
시 트여 있는 앞마담 쪽에 이중의 유리 미닫이를 달아  실내로 바꾸었다. 작은 십구공탄 나
로 한 대만 설치하면 겨울이 와도  그리 춥지 않은 공간이었다. 영희는 거기에  헌 소파 한 
벌을 구해다 놓고 거실이란 이름을 붙였는데, 식구들도 저항 없이 따라주었다. 하지만  텔레
비젼과 전화를 들여놓을 때는 적지 않은 저항이 있었다.",행복
"아주 뒷날, 거의 중년이 될 때까지 그랬지만 명혜의 꿈을  꾼 날은 이상하게도 온몸이 나
른해지고 감정이 풀어질 대로 풀어져 한동안을 안절부절못하게 되는 인철이었다. 그날도 담
배를 붙여물어 그런 기분을 진정시키려 했지만 한동안을 무슨 자우룩한 안개 속에라도 홀로 
선 기분으로 꿈의 잔영에 사로잡혀 있었다. 그러다가 담배 한  개비가 거의 다 타서야 느닷
없이 후회스런 기분이 되어 중얼거렸다.    
  '내가 너무 오래 너를 잊고 있었다...""
  그런 중얼거림이 실마리가 되어 의식이 서서히 되살아났다. 몸을 일으킨 인철은 새삼스런 
눈길로 방안을 돌아보았다. 어제와 달라진 게 별로 없는  하숙방의 정경이 어지럽게 펼쳐져 
있었다. 개는 법 없이 펼쳐져 있는 이부자리, 읽다 던져둔 책들, 뭔가를 휘갈겨둔 노트들, 그
리고 방 한구석을 나뒹구는 막걸리 주전자와 김치 조각이  말라붙은 접시... 새벽에 취해 잠
들 때 그대로였다. 방 한구석 앉은뱅이책상 위의 탁상시계는 11시를 가리키고 있었다.  이부
자리를 빠져나온 인철은 파자마 차림으로 방을 나섰다. 수돗가에서 아무렇게나 목을 축이고 
다시 방으로 들어가려는데 하숙집 아주머니가 부엌 미닫이을 열고 밖을 내다보며 물었다.",애잔
"그래서 바깥 작은 거실로 자리를 옮겼을 때였다. 담배를  태워도 될까를 생각하며 거실을 
둘러보고 있는데 거실 양쪽 벽을 대신하고 있는 책장이  눈에 들어왔다. 바닥부터 천장까지 
원목 가구로 잘 짜맞춘 책장인데다 유리문까지 달아 들어올 때는 그저 벽이거나 가구의 일
부거니 하고 지나쳐버린 것이었다. 드런데 이제 자세히 살펴보니 적어도 천 권은 넘어 보이
는 책이 그 안에 가지런히 정리되어 있었다. 물론 그  책 중에는 졸부들이 장식용을 겨냥하
여 쏟아져나온 브리테니커나 표지에  영어 제목을 도안해둔  <역사의 연구>완역질, 그리고 
금박 글씨의 이런저런 호화 전집들이  없는 것은 아니었다. 그러나 어떤  책장은 한권 한권 
필요에 따라 사모은 것임에 분명한 단행본으로 가득 차 있었다. 당시 인철의 안목으로는 어
지간한 도서관에 못지않은 장서들이었다. ",평화
"그 사이 시간이 흘러 하객들이 줄지어 밀려들기 시작했다. 어느 지역 출신 어떤 성씨이건 
마찬가지지만 동향인이나 집안 사람들이 가장 많이사는  곳은 서울이게 마련이었다. 뒷골목
도 밑바닥을 헤매며 느끼던 외로움과는 전혀 어울리지 않게 많은 일가 친척들이 용케 알고 
예식장을 찾아주었다. 그들이 밀려들자 황과 김은 자연스럽게 자리를 비켜 예식장 한구석으
로 가버렸다. 명훈도 오랜만에 만난  일가 친척의 축하를 받느라 더는  그들과 어울릴 수가 
없었다. 개중에는 명훈의 손을 잡고 눈물까지 글썽이는 노인들이  있어 결혼을 더욱 실감나
게 했다. 그런데 결혼식을 10여 분 남기고 있을 때였다. 점점 더 예식장의 분위기에  휩쓸려
들면서도 마음 한구석에서 종내 사라지지 않던 불안이 드디어 현실로 나타났다.",긴장
"그런 경진의 태도에 명훈은 다시 속 깊은 안도의 숨을 내쉬었다. 무슨 이유에선지, 그리고 
언제까지일지 모르지만 적어도 그날은 모니카의 일을 없었던 일로 치려는 듯했기  때문이었
다. 하지만 그래도 택시 안에 둘만 남게 된다 싶자 까닭 모를 불안이 일었다. 그때 무슨 구
원 요청이라도 받은 듯 옥경이 달랑 택시 앞자리에 오르며 말했다.",훈훈
"기다리던 남편이 오지  않아 결국 나는 또다시 이삿짐을 쌌다.  버리기엔 너무 
아까운 물건들, 양양에 가져가면 돈이 될 것 같은 것, 시집 어른들과 친정어머니
에게 줄 선물 같은 것을 꾸렸다. 그것만으로도 이미 내겐 벅찬 짐이었다. 하지만 
미군 부대에서 나온 질 좋은 베니어로 짠 두리반과 나무 궤짝은 욕심 때문에 기
어이 가져가고 싶었다. 이곳에서  양양으로 가자면 우선 강릉까지 가야 했다. 강
릉 가는 버스는 하루에  한 번 밖에 없었다. 그것도 첫새벽에  떠나는 것이라 정
류장 근처의 여관에서 잠을 자야 했다.",잔잔
"반가워서 이렇게 말했다. 그러자 할아버지가 길섶에서  흙장난을 하고 있는 아
이들과 그 옆에 한 짐 넘게 놓인 내  이삿짐을 돌아보고 다시 내 얼굴을 보았다. 
나는 무턱대고 웃었다. 하여튼  길동무가 생긴 게 좋았다. 어쩌면 할아버지가 윤
이 손목을 잡아줄는지도 몰랐다. ",경쾌
"나는 또다시 뒤처졌다. 고무신을 신은 윤이는 툭  하면 신발이 벗겨져 다시 신
느라고 시간을 버렸다. 빨리  따라오라고 소리치면 몇 걸음 걷지 못해 넘어졌다. 
애물단지가 따로 없었다.  그 야산을 꼴깍 넘도록 내가 얼마나  윤이를 잡았는지 
셀 수도 없었다. 하여튼  목이 쉬도록 욕을 하며 그 애를  걸려서 현북면까지 왔
다. 그곳엔 나처럼 차를 기다리는  사람이 몇 되었다. 곧 군인 차가 지나갈 것이
어서 모두들 그것을  기다리는 중이었다. 등에 업었던 근이를 내려  오줌을 뉘고 
나도 오줌을 누고 나니  이내 트리쿼터 한 대가 왔다. 군인들  부식을 실으러 다
니는 차였다. 그걸 얻어 타고 양양 버스 정류장에 내렸다. 어두워지기 직전의 양
양은 너무 초라하고 조용했다. 1.4후퇴 때 불에 타고 아무렇게나 지은 지붕 낮은 
집들에서 피어오르는 저녁 연기가 없었다면 아마 사람이 살지 않는 곳처럼 보였
을 것이다. 그래도 가슴은 울렁거렸다. 지친 윤이는 내 발치에 쪼그리고 앉아 그
새 끄덕끄덕  졸았다. 등에 업힌 근이도  잠이 들어 자꾸만 고개가  허리로 처져 
내렸다. 나는 어디로 가야 할지 선뜻 맘이 내키지를 않았다. 그저 감개만 무량해
서 하늘을 쳐다보고 먼 허공을 휘둘러보고 코로 킁킁 숨을 들이쉬었다.
  아직 살아 계신다는  시할머니가 울컥 보고 싶었다. 임종도 못한  아버지 생각
도 났다. 동서는 어떻게  변했는지 궁금했다. 언제 눈물이 고였는지 눈앞이 어두
워 자꾸만 눈을 비볐다.",애절
"*        날 개

""박제가 되어버린 천재 ""를 아시오 ? 나는 유쾌하오. 이런 때 연애까 지가 유쾌하오.

육신이 흐느적흐느적하도록 피로했을 때만 정신이 은화처럼 맑소.
니코틴이 내 횟배 잃는 뱃속으로 스미면 머리 속에 으레히 백지가 준비 되는 법이오. 그 위에다 
나는 위트와 패러독스를 바둑 포석처럼 늘어놓 소. 가증할 상식의 병(病)이오.
나는 또 여인과 생활을 설계하오. 연애 기법에마저 서 먹서먹해 진, 지성의 극치를 흘깃 좀 들여
다본 일이 있는 말하자면 일종의 정신분열 자 말이오. 이런 여인의 반 그것은 온갖 것의반이오 
만을영수 하는 생활을 설계한다는 말이오. 그런 생활 속에 한 발만 들여놓고 홉 사 두 개의 태양
처럼 마주 쳐다보면서 낄낄거리는 것이오. 나는 아마 어지간히 인생의 제 행(諸行)이 싱거워서 견
딜 수가 없게끔 되고 그만 둔 모양이오. 굿바이.
굿바이. 그대는 이따금 그대가 제일 싫어하는 음식을 탐식하는 아이 러니를 실천해 보는 것도 좋
을 것 같소. 위트와 패러독스와......
",아련 
"그대 자신을 위조하는 것도 할 만한 일이오. 그대의 작품은 한번도 본 일이 없는 기성품에 의하
여 차라리 경편(輕便)하고 고매하리라.

l9세기는 될 수 있거든 봉쇄하여 버리오. 도스토예프스키 정신이란 자칫하면 낭비인 것 같소. 위
고를 블란서의 빵 한 조각이라고는 누가 그랬는지 지언인 듯싶소. 그러나, 인생 혹은 그 모형에 
있어서 디테일 때문에 속는다거나 해서야 되겠소 ? 화(禍)를 보지 마오. 부디 그대께 고하는 것이니......
""테이프가 끊어지면 피가 나오. 상채기도 머지 않아 완치될 줄 믿소. 굿바이. ""
",애절
"감정은 어떤 포즈.""그 포즈의 원소(元素)만을 지적하는 것이 아닌지 나 모르겠소. "" 그 포즈가 부
동 자세에까지 고도화할 때 감정은 딱 공급 을 정지합네다.

나는 내 비범한 발육을 회고하여 세상을 보는 안목을 규정하였소.
여왕봉과 미망인 세상의 하고많은 여인이 본질적으로 이미미망 인이 아닌 이가 있으리까 ? 아니 ! 여인의 전부가 그 일상에 있어서 개 개 ""미망인""이라는 내 윤리가 뜻밖에도 여성에 대한 모독이 되오 ? 굿 바이.
",장엄
"그 33번지라는 것이 구조가 흡사 유곽이라는 느낌이 없지 않다. 한 번지에 18가구가 죽-어깨를 
맞대고 늘어서서 창호가 똑같고 아궁 지 모양이 똑같다. 게다가 각 가구에 사는 사람들이 송이송
이 꽃과 같 이 젊다.
해가 들지 않는다. 해가 드는 것을 그들이 모른 체하는 까닭이다. 턱 살 밑에다 철줄들은 밤에는 
잠을 자지 않나 ? 알 수 없다. 나는 밤이나 낮이나 잠만 자 느라고 그런 것은 알 길이 없다. 33번
지 18가구의 낮은 참 조용하다.
조용한 것을 낮뿐이다. 어둑어둑하면 그들은 이부자리를 걷어들인 다. 전등불이 켜진 뒤의 18가구는 낮보다 훨씬 화려하다. 저물도록 미 닫이 여닫는 소리가 잦다. 바빠진다. 여러 가지 내음새가 나기 시작한 다. 비웃 굽는 내. 당고도란내, 뜨물내. 비눗내......
그러나, 이런 것들보다도 그들의 문패가 제일로 고개를 끄덕이게 할 것이다.
이 l8가구를 대표하는 대문이라는 것이 일각이 져서 외따로 떨어지기는 했으나 있다. 그러나. 그것은 한번도 닫힌 일이 없는 한길이나 마 찬가지 대문인 것이다. 온갖 장사아치들은 하루 가운데 어느 시간에라 도 이 대문을 통하여 드나들 수가 있는 것이다. 이네들은 문간에서 두 부를 사는 것이 아니라 미닫이만 열고 방에서 두부를 사는 것이다. 이 떻게 생긴 33번지 대문에 그들 l8가구의 문패를 몰아다 붙이는 것은 의 미가 없다. 그들은 어느 사이엔가 각 미닫이 위 백인당(百忍堂)이니 길 상당(吉祥堂)이니 써붙인 한곁에다 문패를 붙이는 풍속을 가져 버렸다.
내 방 미닫이 위 한곁에 칼표 딱지를 넷에다 낸 것만한내 아니 ! 내 아내의 명함이 붙어 있는 것도 이 풍속을 좇은 것이 아닐 수 없다.
나는 그러나 그들의 아무와도 놀지 않는다. 놀지 않을 뿐만 아니라 인사도 않는다. 나는 내 아내와 인사하는 외에 누구와도 인사하고 싶지 않았다.
내 아내 외의 다른 사람과 인사를 하거나 놀거나 하는 것은 내 아내 낯을 보아 좋지 않은 일인 
것만 같이 생각이 들었기 때문이다. 나는 이 만큼까지 내 아내를 소증히 생각한 것이다.
내가 이떻게까지 내 아내를 소중히 생각한 까닭은 이 33번지 l8가구 가운데서 내 아내가 내 아내
의 명함처럼 제일 작고 제일 아름다운 것을 안 까닭이다. I8가구에 각기 별러 들은 송이송이 꽃들 
가운데서도 내 아내는 특히 아름다운 한 떨기의 꽃으로 이 함석 지붕밑 볕 안 드는 지 역에서 어
디까지든지 찬란하였다.따라서 그런 한 떨기 꽃을 지키고- -아니 그 꽃에 매어달려 사는 나라는 
존재가 도무지 형언할 수 없는 거북살스러운 존재가 아닐 수 없었던 것은 물론이다
",쓸쓸
"나는 어디까지든지 내 방이 집이 아니다. 집은 마음에 들었다. 방안의 기온은 내 체온을 위하
여 쾌적하였고 방안의 침침한 정 도가 또한 내 안력을 위하여 쾌 적하였다. 나는 내 방 이상의 
서늘한 방 도 또 따뜻한 방도 희망하지는 않았다. 이 이상으로 밝거나 이 이상으 로 아늑한 방을 
원하지 않았다. 내 방은 나 하나를 위하여 요만한 정도 를 꾸준히 지키는 것 같아 늘 내 방에 감
사하였고 나는 또 이런 방을 위 하여 이 세상에 태어난 것만 같아서 즐거웠다.
그러나 이것은 행복이라든가 불행이라든가 하는 것을 계산하는 것은 아니었다. 말하자면 나는 내
가 행복되다고도 생각할 필요가 없었고, 그렇다고 불행하다고도 생각할 필요가 없었다. 그냥
그날을 그저 까닭없이 빈둥빈둥 게으르고만 있으면 만사는 그만이었던 것이다.
내 몸과 마음에 옷처럼 잘 맞는 방 속에 윙굴면서 축 처져있는 것은 행복이니 불행이니 하는 그
런 세속적인 계산을 떠난 가장 편리하고 안 알한. 말하자면 절대적인 상태인 것이다. 나는 이런 
상태가 좋았다.
이 절대적인 내 방은 대문간에서 세어서 똑-- 일곱째 칸이다.럭 키 세븐의 뜻이 없지 않다. 나는 
이 일곱이라는 숫자를 훈장처럼 사랑 하였다. 이런 이 방이 가운데 장지로 말미암아 두 칸으로 
나뉘어 있었 다는 그것이 내 운명의 상징이었던 것을 누가 알랴 ? 
아랫방은 그래도 해가 든다. 아침결에 책보만한 해가 들었다가 오후 에 손수건만해지면서 나가버
린다. 해가 영영 들지 않는 윗방이 즉 내 방인 것은 말할 것도 없다. 이렇게 볕 드는 방이 아내 
방이요 볕 안 드 는 방이 내 방이오 하고 아내와 나 둘 증에 누가 정했는지 나는 기억하 지 못한
다. 그러나 나에게는 불평이 없다.
",우울
"아내가 외출만 하면 나는 얼른 아랫방으로 와서 그 동쪽으로 난 들창 을 열어놓고 열어놓으면 들
여비치는 볕살이 아내의 화장대를 비쳐 가 지각색 병들이 아롱이 지면서 찬란하게 빛나고 이렇게 
빛나는 것을 보 는 것은 다시 없는 내 오락이다. 나는 쪼그만 ""돋보기""를 꺼내가지고 아내만이 사
용하는 지리가미 (휴지)를 끄실려가면서 불장난을 하고 논 다. 평행펑선을 굴절시켜서 한 초점에 
모아가지고 그 초점이 따끈따끈 해지다가 마지막에는 종이를 끄실르기 시작하고 가느다갈 연기를 
내면 서 드디어 구녕을 뚫어놓는 데까지에 이르는 그 얼마 안 되는 동안의 초조한 맛이 죽고 싶
을 만치 내게는 재미있었다.
이 장난이 싫증이 나면 나는 또 아내의 손잡이 거울을 가지고 여러 가지로 논다. 거울이란 제 얼
굴을 비칠 때만 실용품이다. 그 외의 경우 에는 도무지 장난감인 것이다.
이 장난도 곧 싫증이 난다. 나의 유희심은 육체적인 데서 정신적인 데로 비약한다. 나는 거울을 
내던지고 아내의 화장대 앞으로 가까이가 서 나란히 늘어놓인 그 가지각색의 화장품 병들을 들여
다본다. 고것들 은 세상의 무엇보다도 매력적이다. 나는 그중의 하나만을 골라서 가만 히 마개를 
빼고 병구녕을 내 코에 가져다대고 숨 죽이듯이 가벼운 호홉 을 하여본다. 이국적인 센슈얼한 향
기가 패로 스며들면 나는 저절로 스 르르 감기는 내 눈을 느낀다. 확실히 아내의 체취의 파편이
다. 나는 도 로 병마개를 막고 생각해본다. 아내의 어느 부분에서 요 내음새가 났던 가를. ..... 그
러나 그것은 분명치 않다. 왜 ? 아내 의 체취는 여기 늘어섰 는 가지각색 향기의 합계일 것이니까
",동심
